date,open,high,low,close,volume
2024-12-16 19:00:00-05:00,679987.0012,685140.98,678050.0,684120.0,1495.0
2024-12-17 19:00:00-05:00,686377.27,687811.51,670000.0,670737.7,1521.0
2024-12-18 19:00:00-05:00,677656.925,680405.005,673274.0,673274.0,1647.0
2024-12-19 19:00:00-05:00,674074.415,687625.0,671774.51,682500.0,1482.0
2024-12-22 19:00:00-05:00,680000.0,681999.0,674589.0,681999.0,1727.0
2024-12-23 19:00:00-05:00,683354.065,688029.0,681258.385,687441.8,742.0
2024-12-25 19:00:00-05:00,686032.5,689041.615,683692.0012,687600.0,1132.0
2024-12-26 19:00:00-05:00,686993.79,691343.51,676900.0,684908.5,1254.0
2024-12-29 19:00:00-05:00,681726.59,681768.26,673625.5012,678120.0,1667.0
2024-12-30 19:00:00-05:00,678862.955,681699.54,676449.01,680920.0,1156.0
2025-01-01 19:00:00-05:00,685048.985,685329.96,674923.38,675500.0,1877.0
2025-01-02 19:00:00-05:00,678874.29,681583.01,675120.0,681460.0,1304.0
2025-01-05 19:00:00-05:00,681925.21,684123.51,675911.1,676604.0,2057.0
2025-01-06 19:00:00-05:00,678758.55,684655.005,676451.7812,678560.0,1168.0
2025-01-07 19:00:00-05:00,680600.68,681074.22,674550.0,677925.0,1123.0
2025-01-09 19:00:00-05:00,677257.6,677400.0,660640.0,663000.01,2146.0
2025-01-12 19:00:00-05:00,662294.77,667354.505,660651.0112,666280.0,1525.0
2025-01-13 19:00:00-05:00,668593.26,675760.0,666026.8167,675760.0,1083.0
2025-01-14 19:00:00-05:00,683046.51,688506.5,680500.0,688500.0,1221.0
2025-01-15 19:00:00-05:00,687762.78,694486.5,685626.0212,692904.03,1102.0
2025-01-16 19:00:00-05:00,697790.25,705000.0,693769.505,702760.0,1635.0
2025-01-20 19:00:00-05:00,706485.87,709486.54,701569.0212,702552.5,2589.0
2025-01-21 19:00:00-05:00,702700.5,703052.375,682640.0,691500.0,1890.0
2025-01-22 19:00:00-05:00,692578.72,696421.005,688769.51,689400.0,1186.0
2025-01-23 19:00:00-05:00,686545.01,695570.5,684801.02,694601.5,1187.0
2025-01-26 19:00:00-05:00,696479.27,712000.0,695171.3412,712000.0,2194.0
2025-01-27 19:00:00-05:00,711228.575,711228.575,703617.77,705000.0,1514.0
2025-01-28 19:00:00-05:00,704934.72,710707.5,703094.0,704680.0,1121.0
2025-01-29 19:00:00-05:00,707271.195,711000.0,703805.0212,709084.0,1103.0
2025-01-30 19:00:00-05:00,708043.66,708650.785,700612.51,702613.5,1350.0
2025-02-02 19:00:00-05:00,691287.25,699724.505,682280.02,696552.0,2344.0
2025-02-03 19:00:00-05:00,697040.725,702178.99,694506.0,702178.99,1044.0
2025-02-04 19:00:00-05:00,704531.99,711207.515,702100.01,709840.0,1195.0
2025-02-05 19:00:00-05:00,712340.5,716782.54,709786.5,714869.0,1279.0
2025-02-06 19:00:00-05:00,716731.815,717327.36,708785.02,708902.74,1209.0
2025-02-09 19:00:00-05:00,711318.745,711318.745,703996.02,705959.0,1461.0
2025-02-10 19:00:00-05:00,705999.87,709490.5,700490.425,709489.0,994.0
2025-02-11 19:00:00-05:00,706214.53,708166.0,702234.955,707500.0,985.0
2025-02-12 19:00:00-05:00,708308.0,721781.5,706669.2212,721500.0,1137.0
2025-02-13 19:00:00-05:00,721060.87,726600.0,719066.0012,719146.0,1182.0
2025-02-17 19:00:00-05:00,720974.895,725900.0,716860.0212,724999.99,1928.0
2025-02-18 19:00:00-05:00,724125.27,726888.0,720795.0012,725882.5,987.0
2025-02-19 19:00:00-05:00,725313.0,725999.99,717200.0012,722980.065,1155.0
2025-02-20 19:00:00-05:00,721102.5,725551.8323,716742.45,718750.0,1108.0
2025-02-23 19:00:00-05:00,724726.105,755968.0,722502.6712,747485.49,2920.0
2025-02-24 19:00:00-05:00,754050.27,759923.955,737600.0,750040.5,1998.0
2025-02-25 19:00:00-05:00,748185.74,750250.0,739886.0,740998.0,1452.0
2025-02-26 19:00:00-05:00,743490.56,757341.25,741472.0812,753380.0,1420.0
2025-02-27 19:00:00-05:00,760420.27,774999.99,756428.1712,774999.99,1798.0
2025-03-02 19:00:00-05:00,775647.99,777749.0,759700.0,765160.0,2901.0
2025-03-03 19:00:00-05:00,759914.995,761405.12,740759.33,742800.0,2419.0
2025-03-04 19:00:00-05:00,745890.795,751019.505,738987.495,746940.0,1426.0
2025-03-05 19:00:00-05:00,745145.33,749095.6906,738286.38,747110.0,1396.0
2025-03-06 19:00:00-05:00,744599.76,747211.8,735199.8512,742901.0,1473.0
2025-03-09 20:00:00-04:00,736299.0,750255.0,734625.0,744944.0,2186.0
2025-03-10 20:00:00-04:00,744255.66,748402.0,737001.7812,744707.5,2042.0
2025-03-11 20:00:00-04:00,747914.94,748345.03,733900.0012,745681.87,1526.0
2025-03-12 20:00:00-04:00,744972.22,761789.0,741952.0112,756910.0,1533.0
2025-03-13 20:00:00-04:00,759621.9,773525.45,754962.01,771250.0,1798.0
2025-03-16 20:00:00-04:00,772036.42,786745.71,770287.145,784957.005,2490.0
2025-03-17 20:00:00-04:00,788494.685,792239.645,781881.78,783684.0,1677.0
2025-03-18 20:00:00-04:00,789633.38,789964.32,781230.05,789879.99,3696.0
2025-03-19 20:00:00-04:00,787528.275,795671.16,784695.325,792880.0,2914.0
2025-03-20 20:00:00-04:00,792675.455,793025.0,781290.0,781680.0,2342.0
2025-03-23 20:00:00-04:00,785497.5,790613.885,782271.7512,789649.0,2559.0
2025-03-24 20:00:00-04:00,790645.245,799501.99,788699.9512,792966.0,1686.0
2025-03-25 20:00:00-04:00,796054.18,806024.0,794601.0012,798962.57,1832.0
2025-03-26 20:00:00-04:00,798426.6012,805833.205,794302.835,801950.0,1852.0
2025-03-27 20:00:00-04:00,803221.53,803448.795,787100.0012,790250.0,2132.0
2025-03-30 20:00:00-04:00,781811.24,804461.42,778716.0212,798441.6,2475.0
2025-03-31 20:00:00-04:00,798058.25,804095.75,791271.78,800300.0,2103.0
2025-04-01 20:00:00-04:00,797927.37,808029.5,795480.2012,806684.0,1659.0
2025-04-02 20:00:00-04:00,790616.06,807838.435,786761.0012,794514.0,1087.0
2025-04-03 20:00:00-04:00,776929.475,779943.54,739478.19,742540.0,1531.0
2025-04-06 20:00:00-04:00,702098.485,757492.82,695517.0,737000.0,1907.0
2025-04-07 20:00:00-04:00,763357.145,773909.75,726480.5,739100.59,911.0
2025-04-08 20:00:00-04:00,738283.395,784889.5,727961.92,778421.0,890.0
2025-04-09 20:00:00-04:00,777791.24,780269.49,747842.0112,774000.0,598.0
2025-04-10 20:00:00-04:00,775969.24,789300.0,766666.0,784000.0,635.0
2025-04-13 20:00:00-04:00,796353.7912,804250.29,790050.04,793787.54,731.0
2025-04-14 20:00:00-04:00,799708.605,803560.0,791250.0,792500.0,397.0
2025-04-15 20:00:00-04:00,794255.89,794950.0,769940.755,774261.0,471.0
2025-04-16 20:00:00-04:00,777940.56,785888.0,772939.895,778832.77,288.0
2025-04-20 20:00:00-04:00,775234.565,777363.27,748383.25,760489.0,513.0
2025-04-21 20:00:00-04:00,770395.695,782933.99,767526.0412,780000.0,417.0
2025-04-22 20:00:00-04:00,792085.77,798100.0,786000.0,788799.0,477.0
2025-04-23 20:00:00-04:00,789723.57,799022.21,785588.97,797140.0,423.0
2025-04-24 20:00:00-04:00,797962.7,798000.0,790777.785,795760.0,326.0
2025-04-27 20:00:00-04:00,800630.28,804977.0534,790120.0012,797750.0,518.0
2025-04-28 20:00:00-04:00,798288.245,802867.5814,792770.5,801340.0,491.0
2025-04-29 20:00:00-04:00,798258.19,803232.0,786414.245,800540.0,549.0
2025-04-30 20:00:00-04:00,798237.345,799620.0,792771.695,795400.0,413.0
2025-05-01 20:00:00-04:00,803783.3512,812855.0,802875.0012,809350.0,531.0
2025-05-04 20:00:00-04:00,780921.48,781569.77,754567.825,769960.0,1210.0
2025-05-05 20:00:00-04:00,765368.64,773351.335,761930.0012,768000.0,416.0
2025-05-06 20:00:00-04:00,773051.68,780078.1038,770000.0,778172.77,320.0
2025-05-07 20:00:00-04:00,780091.5412,782014.24,769000.0,769000.0,437.0
2025-05-08 20:00:00-04:00,771753.93,773960.0,765611.8,770999.0,343.0
2025-05-11 20:00:00-04:00,779848.57,779853.26,765614.51,772100.0,605.0
2025-05-12 20:00:00-04:00,771962.805,774032.82,767000.0,767000.0,489.0
